supplement_area,platform,source_area,rent,title,layout,area_m2,floor,community,district_business,address,tags,residential_priority,local_score,source_url,source_filter_url,coverage_note,raw_evidence
曹路,anjuke,曹路,3500,地铁口500米 抬腿长征医院 整租一居室 民用水电 随时入住,1室1厅,50,中层(共6层),"金钻苑(南区398弄,359弄)",浦东-曹路,"海松路398弄,海顺路359弄",朝南 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4603873330244609,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"地铁口500米 抬腿长征医院 整租一居室 民用水电 随时入住 安选 1室1厅|50平米|中层(共6层) 金钻苑(南区398弄,359弄)   浦东-曹路 -海松路398弄,海顺路359弄 整租 朝南 9号线  王俊华 3500 元/月"
曹路,anjuke,曹路,3500,免佣！紧邻地铁口！恒越广场！简装押一付一！可办证！拎包入住,1室1厅,50,中层(共6层),"金钻苑(南区398弄,359弄)",浦东-曹路,"海松路398弄,海顺路359弄",南北 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4613861563063310,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"免佣！紧邻地铁口！恒越广场！简装押一付一！可办证！拎包入住 安选 1室1厅|50平米|中层(共6层) 金钻苑(南区398弄,359弄)   浦东-曹路 -海松路398弄,海顺路359弄 整租 南北 9号线  温嘉鹏 3500 元/月"
曹路,anjuke,曹路,3500,免佣 曹路9号线地铁口 精装拎包住 周边配套齐全 交通便利,1室1厅,50,中层(共6层),"金钻苑(南区398弄,359弄)",浦东-曹路,"海松路398弄,海顺路359弄",朝南 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4597259330083844,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"免佣 曹路9号线地铁口 精装拎包住 周边配套齐全 交通便利 安选 1室1厅|50平米|中层(共6层) 金钻苑(南区398弄,359弄)   浦东-曹路 -海松路398弄,海顺路359弄 整租 朝南 9号线  吕嘉琰 3500 元/月"
曹路,anjuke,曹路,2500,招商花园城二工大可月付拎包入住民水电随时看房独厨独卫精装,1室1厅,20,共4层 7日内实拍验真,7日内实拍验真 宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4642432521626634,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,招商花园城二工大可月付拎包入住民水电随时看房独厨独卫精装 安选 1室1厅|20平米|共4层 7日内实拍验真 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  郭大飞 2500 元/月
曹路,anjuke,曹路,2500,免佣，九号线民雷路站步行就到独立厨卫押一付一随时看房，可短租,1室1厅,55,共4层 7日内实拍验真,7日内实拍验真 浦江智汇创业园区,浦东-曹路,川沙路688号,南北 有电梯 9号线,low,88,https://sh.zu.anjuke.com/fangyuan/4639360679566341,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣，九号线民雷路站步行就到独立厨卫押一付一随时看房，可短租 安选 1室1厅|55平米|共4层 7日内实拍验真 浦江智汇创业园区   浦东-曹路 -川沙路688号 整租 南北 有电梯 9号线  张大雪 2500 元/月
曹路,anjuke,曹路,2500,9号线顾唐路实图实价近二工大立信朝南一室独立厨卫油烟分离民电,1室1厅,22,共4层,创联金海花苑,浦东-曹路,民民路318弄,朝南 9/12号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4591055007212552,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线顾唐路实图实价近二工大立信朝南一室独立厨卫油烟分离民电 安选 1室1厅|22平米|共4层 创联金海花苑   浦东-曹路 -民民路318弄 整租 朝南 9/12号线  范世颖 2500 元/月
曹路,anjuke,曹路,2500,九号线顾唐路带院子整租一室户民水民电,1室1厅,20,共5层,宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4608233638994958,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,九号线顾唐路带院子整租一室户民水民电 安选 1室1厅|20平米|共5层 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  刘文君 2500 元/月
曹路,anjuke,曹路,2500,九号线顾唐路地铁口周边配套齐全招商花园城精装修一室户领包入住,1室1厅,20,共1层,宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4551807010565122,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,九号线顾唐路地铁口周边配套齐全招商花园城精装修一室户领包入住 安选 1室1厅|20平米|共1层 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  侯正宽 2500 元/月
曹路,anjuke,曹路,2520,浦江智汇创业园区 1室1厅1卫,1室1厅,55,共4层,浦江智汇创业园区,浦东-曹路,川沙路688号,朝南 有电梯 9号线,low,88,https://sh.zu.anjuke.com/fangyuan/4643447763622914,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 浦江智汇创业园区 1室1厅1卫 安选 1室1厅|55平米|共4层 浦江智汇创业园区   浦东-曹路 -川沙路688号 整租 朝南 有电梯 9号线 2520 元/月
曹路,anjuke,曹路,2800,九号线民雷路近地铁整租朝南LOFT民用水电：，,1室1厅,45,共4层 7日内实拍验真,7日内实拍验真 春耕路225号楼,浦东-曹路,春耕路225号,朝南 9号线,low,88,https://sh.zu.anjuke.com/fangyuan/4641907811048448,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,九号线民雷路近地铁整租朝南LOFT民用水电：， 安选 1室1厅|45平米|共4层 7日内实拍验真 春耕路225号楼   浦东-曹路 -春耕路225号 整租 朝南 9号线  范新喜 2800 元/月
曹路,anjuke,曹路,2900,朝南带小院LOFT 近地铁 近华为 小米 9号线,1室1厅,60,共1层,民雷路928号小区,浦东-曹路,民雷路928号,朝南 有电梯 9号线,low,88,https://sh.zu.anjuke.com/fangyuan/4627938399951885,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 朝南带小院LOFT 近地铁 近华为 小米 9号线 安选 1室1厅|60平米|共1层 民雷路928号小区   浦东-曹路 -民雷路928号 整租 朝南 有电梯 9号线  范玉朋 2900 元/月
曹路,anjuke,曹路,3150,九号线顾唐路整租一居室：租期灵活，从负一楼去地铁站,1室1厅,30,低层(共16层) 7日内实拍验真,7日内实拍验真 金泰广场,浦东-曹路,金海路2668弄,朝南 9/12号线,normal,88,https://sh.zu.anjuke.com/fangyuan/4640777000017926,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,九号线顾唐路整租一居室：租期灵活，从负一楼去地铁站 安选 1室1厅|30平米|低层(共16层) 7日内实拍验真 金泰广场   浦东-曹路 -金海路2668弄 整租 朝南 9/12号线  范新喜 3150 元/月
曹路,anjuke,曹路,3600,免佣小区近地铁近商场近学校宠物友好好停车前方无遮挡采光好,1室1厅,52.6,高层(共18层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4574154907952138,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣小区近地铁近商场近学校宠物友好好停车前方无遮挡采光好 安选 1室1厅|52.6平米|高层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  胡力凡 3600 元/月
曹路,anjuke,曹路,3600,实图实价 地铁口大一房 房子已空看房随时,1室1厅,53.5,中层(共6层),金钻苑(北区421弄),浦东-曹路,海松路421弄1-92号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4564153215835142,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,实图实价 地铁口大一房 房子已空看房随时 安选 1室1厅|53.5平米|中层(共6层) 金钻苑(北区421弄)   浦东-曹路 -海松路421弄1-92号 整租 朝南 有电梯 9号线  洪瑞斌 3600 元/月
曹路,anjuke,曹路,3600,实图拍摄 免佣租房 婚房装修 出租 方便停车 靠近地铁,1室1厅,50,中层(共6层),"金钻苑(南区398弄,359弄)",浦东-曹路,"海松路398弄,海顺路359弄",朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4566915744832521,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"实图拍摄 免佣租房 婚房装修 出租 方便停车 靠近地铁 安选 1室1厅|50平米|中层(共6层) 金钻苑(南区398弄,359弄)   浦东-曹路 -海松路398弄,海顺路359弄 整租 朝南 有电梯 9号线  洪瑞斌 3600 元/月"
曹路,anjuke,曹路,3700,恒悦广场对面，电梯高层，民用水电，可付一押一，随时看房,1室1厅,52,中层(共24层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4582772483664903,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,恒悦广场对面，电梯高层，民用水电，可付一押一，随时看房 安选 1室1厅|52平米|中层(共24层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  宋兰伟 3700 元/月
曹路,anjuke,曹路,3700,近地铁商圈 可租赁备案 有车位办居住证 民用水电,1室1厅,56,中层(共18层),金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4570408265702413,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近地铁商圈 可租赁备案 有车位办居住证 民用水电 安选 1室1厅|56平米|中层(共18层) 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  范景文 3700 元/月
曹路,anjuke,曹路,3700,曹路地铁口800米有固定车位，民用水电，随时看房,1室1厅,56,中层(共17层),金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4572912482163726,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,曹路地铁口800米有固定车位，民用水电，随时看房 安选 1室1厅|56平米|中层(共17层) 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  宋兰伟 3700 元/月
曹路,anjuke,曹路,3800,免佣！康平佳苑 精装一房 近地铁卡园王港好停车 电梯高层可看,1室1厅,56,低层(共16层) 7日内实拍验真,7日内实拍验真 金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4638408787139589,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 免佣！康平佳苑 精装一房 近地铁卡园王港好停车 电梯高层可看 安选 1室1厅|56平米|低层(共16层) 7日内实拍验真 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  李彬杰 3800 元/月
曹路,anjuke,曹路,3800,卡园王港 户型方正 民用水电 有车位 可办证 随时看 拎包住,1室1厅,56,低层(共17层) 7日内实拍验真,7日内实拍验真 金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4637976267154433,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 卡园王港 户型方正 民用水电 有车位 可办证 随时看 拎包住 安选 1室1厅|56平米|低层(共17层) 7日内实拍验真 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  张梦奇 3800 元/月
曹路,anjuke,曹路,3800,近地铁 一居室 电梯高层 采光好 空间大 民用水电 带车位,1室1厅,56,低层(共18层) 7日内实拍验真,7日内实拍验真 金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4638284533357578,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 近地铁 一居室 电梯高层 采光好 空间大 民用水电 带车位 安选 1室1厅|56平米|低层(共18层) 7日内实拍验真 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  赖星宇 3800 元/月
曹路,anjuke,曹路,3800,免佣 近地铁800m 整租一室一厅 好停车 宠物友好 采光好,1室1厅,56,低层(共18层) 7日内实拍验真,7日内实拍验真 金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4638285863412741,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣 近地铁800m 整租一室一厅 好停车 宠物友好 采光好 安选 1室1厅|56平米|低层(共18层) 7日内实拍验真 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  胡力凡 3800 元/月
曹路,anjuke,曹路,3800,免佣近民雷路地铁精装修LOFT户型宽敞明亮采光好好停车看房随,2室1厅,51.5,低层(共6层),悦天地,浦东-曹路,"川沙路777弄,川沙路795弄",朝南 有电梯 9号线,low,86,https://sh.zu.anjuke.com/fangyuan/4539147235093514,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"免佣近民雷路地铁精装修LOFT户型宽敞明亮采光好好停车看房随 安选 2室1厅|51.5平米|低层(共6层) 悦天地   浦东-曹路 -川沙路777弄,川沙路795弄 整租 朝南 有电梯 9号线  谢圆圆 3800 元/月"
曹路,anjuke,曹路,3800,免佣！星海家园精装一房 出门恒越广场近地铁 好停车 电梯高层,1室1厅,52,中层(共16层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4625686833048588,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣！星海家园精装一房 出门恒越广场近地铁 好停车 电梯高层 安选 1室1厅|52平米|中层(共16层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  李彬杰 3800 元/月
曹路,anjuke,曹路,3800,曹路中心，对面恒悦，民用水电，随时看房,1室1厅,53.5,中层(共24层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4616378842602500,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,曹路中心，对面恒悦，民用水电，随时看房 安选 1室1厅|53.5平米|中层(共24层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  宋兰伟 3800 元/月
曹路,anjuke,曹路,3800,免佣 精装一室一厅 近恒越广场 随时看房,1室1厅,52,中层(共17层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4623745408066566,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣 精装一室一厅 近恒越广场 随时看房 安选 1室1厅|52平米|中层(共17层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  柴晋 3800 元/月
曹路,anjuke,曹路,3800,实图拍摄 免佣租房 超大一房 南北通透 靠地铁 好停车随时看,1室1厅,58.6,中层(共16层),金海华城华康佳苑,浦东-曹路,银峰路676弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4589588460989440,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,实图拍摄 免佣租房 超大一房 南北通透 靠地铁 好停车随时看 安选 1室1厅|58.6平米|中层(共16层) 金海华城华康佳苑   浦东-曹路 -银峰路676弄 整租 朝南 有电梯 9号线  洪瑞斌 3800 元/月
曹路,anjuke,曹路,3800,近地铁 原木风 一居室 主卧朝南 隔音好 干湿分离 随时看,1室1厅,58,高层(共18层),金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4595563584955392,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近地铁 原木风 一居室 主卧朝南 隔音好 干湿分离 随时看 安选 1室1厅|58平米|高层(共18层) 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  赖星宇 3800 元/月
曹路,anjuke,曹路,3800,人傻钱多 康平佳苑原始一房好房急租 精装修 采光好手慢无,1室1厅,56,低层(共18层),金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4638335397306376,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,人傻钱多 康平佳苑原始一房好房急租 精装修 采光好手慢无 安选 1室1厅|56平米|低层(共18层) 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  温良 3800 元/月
曹路,anjuke,曹路,3800,近地铁 原木风 一居室 主卧朝南 隔音好 干湿分离 随时看,1室1厅,55,低层(共17层),金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4639000084440075,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近地铁 原木风 一居室 主卧朝南 隔音好 干湿分离 随时看 安选 1室1厅|55平米|低层(共17层) 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  常浩 3800 元/月
曹路,anjuke,曹路,3800,免佣近地铁50m整租一室一厅宠物友好采光好精装修带车位,1室1厅,54,低层(共18层),金海华城永华苑,浦东-曹路,龚华路35弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4585726640479233,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣近地铁50m整租一室一厅宠物友好采光好精装修带车位 安选 1室1厅|54平米|低层(共18层) 金海华城永华苑   浦东-曹路 -龚华路35弄 整租 朝南 有电梯 9号线  胡力凡 3800 元/月
曹路,anjuke,曹路,3800,地铁口！小夫妻独享，整租一室一厅！,1室1厅,54,低层(共26层),金海华城永华苑,浦东-曹路,龚华路35弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4572496081071106,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,地铁口！小夫妻独享，整租一室一厅！ 安选 1室1厅|54平米|低层(共26层) 金海华城永华苑   浦东-曹路 -龚华路35弄 整租 朝南 有电梯 9号线  胡明伟 3800 元/月
曹路,anjuke,曹路,3800,地铁500米 奶油风 落地窗 采光好 家电齐全 精装修,1室1厅,50,中层(共11层),"金钻苑(南区398弄,359弄)",浦东-曹路,"海松路398弄,海顺路359弄",朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4639101053116430,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"地铁500米 奶油风 落地窗 采光好 家电齐全 精装修 安选 1室1厅|50平米|中层(共11层) 金钻苑(南区398弄,359弄)   浦东-曹路 -海松路398弄,海顺路359弄 整租 朝南 有电梯 9号线  常浩 3800 元/月"
曹路,anjuke,曹路,3900,免佣 可办证 近恒越广场 顾路中学 阳光好 家具全 拎包入住,1室1厅,56.3,中层(共17层),星颂家园,浦东-曹路,海松路52弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4640840026022912,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣 可办证 近恒越广场 顾路中学 阳光好 家具全 拎包入住 安选 1室1厅|56.3平米|中层(共17层) 星颂家园   浦东-曹路 -海松路52弄 整租 朝南 有电梯 9号线  滕奔 3900 元/月
曹路,anjuke,曹路,3900,免佣 曹路9号线地铁口 可办证 精装拎包住 周边配套齐全！,1室1厅,54.3,高层(共24层),星颂家园,浦东-曹路,海松路52弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4565825920492557,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣 曹路9号线地铁口 可办证 精装拎包住 周边配套齐全！ 安选 1室1厅|54.3平米|高层(共24层) 星颂家园   浦东-曹路 -海松路52弄 整租 朝南 有电梯 9号线  吕嘉琰 3900 元/月
曹路,anjuke,曹路,3900,魔都租房宝藏近地铁绝美好房谁住谁迷糊得房率高带洗碗机可停车,1室1厅,50,低层(共6层),"金钻苑(南区398弄,359弄)",浦东-曹路,"海松路398弄,海顺路359弄",朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4584302977098759,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"魔都租房宝藏近地铁绝美好房谁住谁迷糊得房率高带洗碗机可停车 安选 1室1厅|50平米|低层(共6层) 金钻苑(南区398弄,359弄)   浦东-曹路 -海松路398弄,海顺路359弄 整租 朝南 有电梯 9号线  胡力凡 3900 元/月"
曹路,anjuke,曹路,4000,近顾唐路 可办停车位 可办证 民用水电 拎包入住 随时看房,1室1厅,65.1,低层(共6层) 7日内实拍验真,7日内实拍验真 极景易家,浦东-曹路,民区路265弄,朝南 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4640620571122688,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近顾唐路 可办停车位 可办证 民用水电 拎包入住 随时看房 安选 1室1厅|65.1平米|低层(共6层) 7日内实拍验真 极景易家   浦东-曹路 -民区路265弄 整租 朝南 9号线  石春燕 4000 元/月
曹路、金桥/浦兴,anjuke,曹路,4000,欧式装修大落地窗 近金桥张江附近 民用水电 随时入住,1室1厅,54,低层(共6层),宝龙公馆,浦东-曹路,民民路380弄,朝南 有电梯 9/12号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4587270673261576,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,欧式装修大落地窗 近金桥张江附近 民用水电 随时入住 安选 1室1厅|54平米|低层(共6层) 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 有电梯 9/12号线  王俊华 4000 元/月
曹路,anjuke,曹路,4000,近地铁 恒越 很温馨 南北通透 采光好 电梯高层 很安静,1室1厅,52,高层(共18层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4586763705707528,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,近地铁 恒越 很温馨 南北通透 采光好 电梯高层 很安静 安选 1室1厅|52平米|高层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  巩祥冬 4000 元/月
曹路,anjuke,曹路,4000,恒越广场隔壁 居家装修一居室 民用水电 停车方便,1室1厅,52,中层(共18层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4625443995048961,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check, 恒越广场隔壁 居家装修一居室 民用水电 停车方便 安选 1室1厅|52平米|中层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  李书琴 4000 元/月
曹路,anjuke,曹路,4000,免佣，近地铁，精装大一室一厅，采光通透，拎包入住，随时看房,1室1厅,52,高层(共18层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4585765738390535,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣，近地铁，精装大一室一厅，采光通透，拎包入住，随时看房 安选 1室1厅|52平米|高层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  占小琴 4000 元/月
曹路,anjuke,曹路,4000,近恒越 精装修 可办证 有车位 民用水电 拎包入住 随时看房,1室1厅,52,高层(共18层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4581581100246023,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,近恒越 精装修 可办证 有车位 民用水电 拎包入住 随时看房 安选 1室1厅|52平米|高层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  赵雷草 4000 元/月
曹路,anjuke,曹路,4000,一的生活也能过的很好！整租一房一厅,1室1厅,58.5,低层(共18层),金海华城华康佳苑,浦东-曹路,银峰路676弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4572589761373190,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,一的生活也能过的很好！整租一房一厅 安选 1室1厅|58.5平米|低层(共18层) 金海华城华康佳苑   浦东-曹路 -银峰路676弄 整租 朝南 有电梯 9号线  胡明伟 4000 元/月
